ID,SIR,RSI,BF,ADV,PUBLIC
1,0.13745401188473627,38.251200614956446,0.00656048936071492,17370.477424213557,1
2,0.19507143064099164,45.16907725691487,0.0027774119501661485,15888.254169172116,0
3,0.1731993941811405,62.202758260545046,0.006920057813593358,53248.61746524048,0
4,0.15986584841970367,31.53703525349067,0.009920430800834107,6682.8994835578815,0
5,0.11560186404424366,53.41189901906194,0.003120672121892192,1212.5327525366233,0
6,0.11559945203362026,69.60714131423643,0.006146637218909894,34854.271384993735,0
7,0.10580836121681995,25.88775148158159,0.009018984575423643,63645.13061251639,1
8,0.18661761457749354,52.769507877984566,0.007926148942033636,36909.80933271638,0
9,0.16011150117432088,53.89824191372635,0.007576125927962144,10304.28407158268,0
10,0.3510747302577566,61.72734307665966,0.04761987267189688,5096.450702194915,0
11,0.10205844942958026,31.445739336828773,0.004875929209758042,41500.28503852152,1
12,0.19699098521619945,30.193150803735854,0.004348734754115947,15462.380173663847,0
13,0.18324426408004219,57.829123484253465,0.00847488924382811,27499.131850211037,0
14,0.12123391106782762,54.45477009849779,0.008480907157433446,6893.408941126394,0
15,0.11818249672071007,53.75739275518815,0.00893657854864083,13856.847090404037,0
16,0.11834045098534339,55.19672314245464,0.00930592442045177,21380.558824702628,0
17,0.1304242242959538,39.79962917632264,0.006090739190887502,727.8364151265074,0
18,0.1524756431632238,53.48380545741505,0.006012130357497597,13197.809915715325,0
19,0.1431945018642116,54.39608709948022,0.008386361431734202,19413.343624362744,0
20,0.1291229140198042,39.28472872960448,0.007199711446222121,4614.541139177448,1
21,0.39624472949421113,77.98661766717134,0.04761573501806163,5627.25859748691,1
22,0.11394938606520419,57.10749381367681,0.008366341355488808,10774.41165847737,0
23,0.12921446485352184,32.13044754196027,0.009120042734540531,17676.25966943323,0
24,0.1366361843293692,59.84830412950745,0.004703961254812287,23514.447269111733,1
25,0.1456069984217036,35.379774946590175,0.005004663621119553,45280.7213911298,0
26,0.17851759613930138,61.806269056136784,0.002751855518726952,10743.63671075236,0
27,0.11996737821583597,67.37893368511106,0.006626241127969392,39402.39483596255,0
28,0.15142344384136117,37.68976522472434,0.0022875381903739367,22139.453685572636,0
29,0.3051478751249989,64.45064193866483,0.045724784145059684,13483.819290288971,1
30,0.10464504127199978,56.191713904047475,0.006341157077660613,27751.682199293482,0
31,0.16075448519014385,62.33090239991735,0.004292330017026275,24331.567194655574,0
32,0.11705241236872915,78.4518947398092,0.006726666084552086,16315.837835807024,0
33,0.10650515929852795,46.31917825995694,0.0022440019995123954,22808.784880176794,0
34,0.19488855372533334,38.693957534637654,0.0022987855099937155,18166.657757479265,0
35,0.19656320330745594,36.65728355561715,0.008580804485277267,23312.81929576883,0
36,0.1808397348116461,37.762845725518424,0.004881525131290103,5652.284065805244,0
37,0.13046137691733709,48.843474358788434,0.0030164841012150783,48679.26303765711,0
38,0.10976721140063839,55.117279622249654,0.006177946080438435,11861.963918079797,0
39,0.1684233026512157,54.150361989950284,0.008159948424788887,63992.21327285948,0
40,0.14401524937396015,62.40774873554036,0.0037265682199747454,8299.546055982712,0
41,0.11220382348447788,50.19502837816861,0.006983123806552002,20416.6791768471,0
42,0.14951769101112702,71.80301115735975,0.002682779719950144,29559.445110213383,0
43,0.10343885211152185,46.03014750143066,0.002413453769348862,25349.034813276474,0
44,0.1909320402078782,90.80253749884429,0.006250837052545184,16133.453302102569,0
45,0.3090289770054408,59.385010216475095,0.04632508097288085,19849.59483994956,0
46,0.16625222843539822,37.14263665375576,0.007099439211985653,17214.36575768216,0
47,0.1311711076089411,33.93661252908332,0.007808730669781293,16404.60917411234,0
48,0.1520068021177811,57.23708622864778,0.009806816635700277,33684.76875716781,0
49,0.15467102793432796,46.64805822011223,0.0061304027864095625,26331.145129559733,0
50,0.1184854455525527,60.71000741138138,0.004583651783529968,4062.909404905506,0
51,0.19695846277645587,57.09856436860317,0.00836148955814963,34537.46437406744,0
52,0.17751328233611147,48.90756631014691,0.004166658010096594,25684.67425300184,0
53,0.3512093058299281,37.29809422897392,0.04551177136564509,33071.628851494184,0
54,0.1894827350427649,27.277291629712032,0.0026276510507381276,4489.793563163003,0
55,0.15978999788110854,43.302275718994686,0.00220280594732366,5432.045698747303,0
56,0.3174366429004991,62.84598191485209,0.0497011873174234,16645.737887413947,0
57,0.10884925020519196,53.21140616195306,0.008687840964097648,32004.980252457874,1
58,0.11959828624191453,31.31391831932018,0.007567793648749584,29887.186809038627,0
59,0.39367299887367346,52.59771388776773,0.04527162355531416,21797.470349228723,0
60,0.13253303307632644,55.77976069593255,0.003386354560566766,23357.272989263576,0
